draft_year,team,db_picks_top3,double_db_top3,single_db_top3,db_capital_top3,total_capital_top3,db_cap_share,rank_prev,pct_prev,n_teams,need_rank,need_pct_eps,NDI_rank,NDI_pct_eps,ndi_rank_pctile,ndi_pct_eps_pctile
2009,DET,1,0,1,580.0,4430.0,0.1309255079006772,32.0,0.0,32.0,1.0,1.0,580.0,580.0,0.6896551724137931,0.6896551724137931
2009,IND,1,0,1,132.0,1152.0,0.11458333333333333,11.0,0.6774193548387097,32.0,0.34375,0.32258064516129026,384.0,409.2000000000001,0.6551724137931034,0.6551724137931034
2009,MIN,1,0,1,160.0,1300.0,0.12307692307692308,20.0,0.3870967741935484,32.0,0.625,0.6129032258064516,256.0,261.05263157894734,0.6206896551724138,0.6206896551724138
2009,ARI,1,0,1,120.0,996.0,0.12048192771084337,16.0,0.5161290322580645,32.0,0.5,0.4838709677419355,240.0,248.0,0.5862068965517241,0.5862068965517241
2009,KC,1,0,1,92.0,2547.0,0.036120926580290535,26.0,0.1935483870967742,32.0,0.8125,0.8064516129032258,113.23076923076923,114.08000000000001,0.5517241379310345,0.5517241379310345
2009,CHI,0,0,0,0.0,438.0,0.0,9.0,0.7419354838709677,32.0,0.28125,0.25806451612903225,0.0,0.0,0.27586206896551724,0.27586206896551724
2009,CIN,0,0,0,0.0,2360.0,0.0,15.0,0.5483870967741935,32.0,0.46875,0.4516129032258065,0.0,0.0,0.27586206896551724,0.27586206896551724
2009,CLE,0,0,0,0.0,1740.0,0.0,25.0,0.2258064516129032,32.0,0.78125,0.7741935483870968,0.0,0.0,0.27586206896551724,0.27586206896551724
2009,DAL,0,0,0,0.0,556.0,0.0,5.0,0.8709677419354839,32.0,0.15625,0.12903225806451613,0.0,0.0,0.27586206896551724,0.27586206896551724
2009,GB,0,0,0,0.0,2126.0,0.0,8.0,0.7741935483870968,32.0,0.25,0.22580645161290325,0.0,0.0,0.27586206896551724,0.27586206896551724
2009,HOU,0,0,0,0.0,1695.0,0.0,27.0,0.1612903225806451,32.0,0.84375,0.8387096774193549,0.0,0.0,0.27586206896551724,0.27586206896551724
2009,JAX,0,0,0,0.0,2140.0,0.0,31.0,0.032258064516129,32.0,0.96875,0.967741935483871,0.0,0.0,0.27586206896551724,0.27586206896551724
2009,NYG,0,0,0,0.0,1390.0,0.0,7.0,0.8064516129032258,32.0,0.21875,0.19354838709677424,0.0,0.0,0.27586206896551724,0.27586206896551724
2009,NYJ,0,0,0,0.0,1979.2,0.0,18.0,0.4516129032258065,32.0,0.5625,0.5483870967741935,0.0,0.0,0.27586206896551724,0.27586206896551724
2009,PHI,0,0,0,0.0,1275.2,0.0,4.0,0.9032258064516128,32.0,0.125,0.09677419354838723,0.0,0.0,0.27586206896551724,0.27586206896551724
2009,PIT,0,0,0,0.0,955.0,0.0,1.0,1.0,32.0,0.03125,0.03125,0.0,0.0,0.27586206896551724,0.27586206896551724
2009,SEA,0,0,0,0.0,2346.0,0.0,29.0,0.0967741935483871,32.0,0.90625,0.9032258064516129,0.0,0.0,0.27586206896551724,0.27586206896551724
2009,SF,0,0,0,0.0,1553.0,0.0,12.0,0.6451612903225806,32.0,0.375,0.3548387096774194,0.0,0.0,0.27586206896551724,0.27586206896551724
2009,TB,0,0,0,0.0,1195.0,0.0,6.0,0.8387096774193549,32.0,0.1875,0.16129032258064513,0.0,0.0,0.27586206896551724,0.27586206896551724
2009,TEN,0,0,0,0.0,1049.0,0.0,3.0,0.935483870967742,32.0,0.09375,0.06451612903225801,0.0,0.0,0.27586206896551724,0.27586206896551724
2009,OAK,1,0,1,430.0,2165.0,0.19861431870669746,,,,,,,,,
2009,SD,0,0,0,0.0,1268.0,0.0,,,,,,,,,
2009,STL,1,0,1,260.0,3410.0,0.07624633431085044,,,,,,,,,
2010,KC,2,1,0,2100.0,2640.0,0.7954545454545454,22.0,0.3225806451612903,32.0,0.6875,0.6774193548387097,3054.5454545454545,3099.9999999999995,0.9310344827586207,0.9310344827586207
2010,CLE,2,1,0,2020.0,2330.0,0.8669527896995708,29.0,0.0967741935483871,32.0,0.90625,0.9032258064516129,2228.9655172413795,2236.4285714285716,0.896551724137931,0.896551724137931
2010,CHI,2,1,0,250.5,326.5,0.7672281776416539,18.0,0.4516129032258065,32.0,0.5625,0.5483870967741935,445.3333333333333,456.79411764705884,0.5862068965517241,0.5862068965517241
2010,NYJ,1,0,1,640.0,1002.0,0.6387225548902196,1.0,1.0,32.0,0.03125,0.03125,20480.0,20480.0,1.0,1.0
2010,PHI,1,0,1,530.0,1840.0,0.28804347826086957,4.0,0.9032258064516128,32.0,0.125,0.09677419354838723,4240.0,5476.666666666659,0.9655172413793104,0.9655172413793104
2010,HOU,1,0,1,850.0,1355.0,0.6273062730627307,15.0,0.5483870967741935,32.0,0.46875,0.4516129032258065,1813.3333333333333,1882.1428571428569,0.8620689655172413,0.8620689655172413
2010,NE,1,0,1,680.0,1530.0,0.4444444444444444,13.0,0.6129032258064516,32.0,0.40625,0.3870967741935484,1673.8461538461538,1756.6666666666667,0.8275862068965517,0.8275862068965517
2010,SEA,1,0,1,1100.0,3000.0,0.36666666666666664,24.0,0.2580645161290322,32.0,0.75,0.7419354838709677,1466.6666666666667,1482.608695652174,0.7931034482758621,0.7931034482758621
2010,NO,1,0,1,590.0,980.0,0.6020408163265306,14.0,0.5806451612903225,32.0,0.4375,0.4193548387096775,1348.5714285714287,1406.9230769230767,0.7586206896551724,0.7586206896551724
2010,SF,1,0,1,410.0,2610.0,0.15708812260536398,11.0,0.6774193548387097,32.0,0.34375,0.32258064516129026,1192.7272727272727,1271.0000000000002,0.7241379310344828,0.7241379310344828
2010,MIN,1,0,1,560.0,1050.0,0.5333333333333333,19.0,0.4193548387096774,32.0,0.59375,0.5806451612903226,943.1578947368421,964.4444444444443,0.6896551724137931,0.6551724137931034
2010,GB,1,0,1,235.0,1335.0,0.1760299625468165,8.0,0.7741935483870968,32.0,0.25,0.22580645161290325,940.0,1040.7142857142856,0.6551724137931034,0.6896551724137931
2010,IND,1,0,1,124.0,1000.0,0.124,7.0,0.8064516129032258,32.0,0.21875,0.19354838709677424,566.8571428571429,640.6666666666665,0.6206896551724138,0.6206896551724138
2010,NYG,1,0,1,210.0,1700.0,0.12352941176470589,23.0,0.2903225806451612,32.0,0.71875,0.7096774193548387,292.17391304347825,295.9090909090909,0.5517241379310345,0.5517241379310345
